,Country,University,Website
2303,Germany,Fachhochschule Münster,www.fh-muenster.de
2304,Germany,Fachhochschule Neubrandenburg,www.fh-nb.de
2305,Germany,Fachhochschule Neu-Ulm,www.fh-neu-ulm.de
2306,Germany,Fachhochschule Niederrhein,www.fh-niederrhein.de
2307,Germany,Fachhochschule Nordhausen,www.fh-nordhausen.de
2309,Germany,Fachhochschule Nordostniedersachsen,www.fhnon.de
2310,Germany,"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",www.fh-nuertingen.de
2311,Germany,"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",www.fh-offenburg.de
2312,Germany,Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,www.fh-oow.de
2313,Germany,Fachhochschule Osnabrück,www.fh-osnabrueck.de
2314,Germany,"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",www.fh-pforzheim.de
2315,Germany,Fachhochschule Potsdam,www.fh-potsdam.de
2316,Germany,Fachhochschule Ravensburg-Weingarten,www.fh-weingarten.de
2317,Germany,Fachhochschule Regensburg,www.fh-regensburg.de
2318,Germany,"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",www.fh-reutlingen.de
2319,Germany,"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",www.fh-rosenheim.de
2320,Germany,"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft",www.fh-rottenburg.de
2321,Germany,Fachhochschule Schmalkalden,www.fh-schmalkalden.de
2322,Germany,"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung",www.hfg-gmuend.de
2323,Germany,"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung",www.fh-schwaebischhall.de
2324,Germany,Fachhochschule Stralsund,www.fh-stralsund.de
2325,Germany,"Fachhochschule Stuttgart, Hochschule der Medien",www.hdm-stuttgart.de
2326,Germany,"Fachhochschule Stuttgart, Hochschule für Technik",www.fht-stuttgart.de
2327,Germany,"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",www.fh-trier.de
2328,Germany,"Fachhochschule Ulm, Hochschule für Technik",www.fh-ulm.de
2329,Germany,"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH",www.fh-isny.de
2330,Germany,Fachhochschule Wedel,www.fh-wedel.de
2331,Germany,Fachhochschule Weihenstephan,www.fh-weihenstephan.de
2332,Germany,"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",www.fh-westkueste.de
2333,Germany,Fachhochschule Wiesbaden,www.fh-wiesbaden.de
2334,Germany,Fachhochschule Worms,www.fh-worms.de
2335,Germany,Fachhochschule Würzburg - Schweinfurt,www.fh-wuerzburg.de
2336,Germany,Fern-Fachhochschule Hamburg,www.fern-fh.de
2337,Germany,Fernuniversität Gesamthochschule Hagen,www.fernuni-hagen.de
2338,Germany,Freie Kunst-Studienstätte Ottersberg,www.fh-ottersberg.de
2339,Germany,Freie Universität Berlin,www.fu-berlin.de
2340,Germany,Friedrich-Alexander Universität Erlangen-Nürnberg,www.uni-erlangen.de
2341,Germany,Friedrich-Schiller Universität Jena,www.uni-jena.de
2342,Germany,Georg-August Universität Göttingen,www.uni-goettingen.de
2343,Germany,Georg-Simon-Ohm-Fachhochschule Nürnberg,www.fh-nuernberg.de
2344,Germany,Gustav-Siewerth-Akademie,www.siewerth-akademie.de
2345,Germany,Hafencity Universität Hamburg,www.hcu-hamburg.de
2346,Germany,Handelshochschule Leipzig,www.hhl.de
2347,Germany,Heinrich-Heine Universität Düsseldorf,www.uni-duesseldorf.de
2348,Germany,Hertie School of Governance,www.hertie-school.org
2349,Germany,Hochschule Albstadt-Sigmaringen,www.hs-albsig.de
2350,Germany,"Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften",www.hs-anhalt.de
2351,Germany,Hochschule Bremen,www.hs-bremen.de
2352,Germany,Hochschule Bremerhaven,www.hs-bremerhaven.de
2353,Germany,Hochschule Coburg,www.hs-coburg.de
2354,Germany,Hochschule Darmstadt,www.hs-darmstadt.de
2355,Germany,Hochschule Esslingen,www.hs-esslingen.de
2356,Germany,Hochschule Fulda,www.hs-fulda.de
2357,Germany,"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie",www.hfb.de
2359,Germany,Hochschule für Internationales Management,www.himh.de
2360,Germany,Hochschule für Jüdische Studien Heidelberg,www.hjs.uni-heidelberg.de
2361,Germany,Hochschule für Philosophie München,www.hfph.mwn.de
2362,Germany,Hochschule für Politik (HFP),www.hfp.mhn.de
2363,Germany,Hochschule für Technik und Wirtschaft des Saarlandes,www.htw-saarland.de
2364,Germany,Hochschule für Technik und Wirtschaft Dresden (FH),www.htw-dresden.de
2365,Germany,Hochschule für Technik und Wirtschaft Karlsruhe,www.hs-karlsruhe.de
2366,Germany,"Hochschule für Technik, Wirtschaft und Kultur Leipzig (FH)",www.htwk-leipzig.de
2367,Germany,"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)",www.hs-harz.de
2368,Germany,Hochschule Magdeburg-Stendal (FH),www.hs-magdeburg.de
2369,Germany,Hochschule Mittweida (FH),www.htwm.de
2370,Germany,Hochschule Vechta,www.uni-vechta.de
2371,Germany,"Hochschule Wismar, Fachhochschule für Technik, Wirtschaft und Gestaltung",www.hs-wismar.de
2372,Germany,Hochschule Zittau/Görlitz (FH),www.hs-zigr.de
2373,Germany,Humboldt Universität Berlin,www.hu-berlin.de
2374,Germany,HWP - Hamburger Universität für Wirtschaft und Politik,www.hwp-hamburg.de
2375,Germany,Internationale Fachhochschule Aalen,www.international.fh-aalen.de
2376,Germany,Internationale Fachhochschule Bad Honnef,www.fh-bad-honnef.de
2377,Germany,Internationales Hochschulinstitut Zittau,www.ihi-zittau.de
2378,Germany,International School of Management,www.ism.de
2379,Germany,International School of Management ISM Dortmund,www.ism-dortmund.de
2380,Germany,"International School of New Media, University of Lübeck",www.isnm.de
2381,Germany,International University in Germany,www.i-u.de
2382,Germany,Jacobs University Bremen,www.jacobs-university.de
2383,Germany,Johannes-Gutenberg Universität Mainz,www.uni-mainz.de
2384,Germany,Johann Wolfgang Goethe Universität Frankfurt am Main,www.uni-frankfurt.de
2385,Germany,Justus Liebig Universität Gießen,www.uni-giessen.de
2386,Germany,Karlshochschule International University,www.karlshochschule.de
2387,Germany,Katholische Fachhochschule Berlin (KFB),www.kfb-berlin.de
2388,Germany,"Katholische Fachhochschule Freiburg, Hochschule für Sozialwesen, Religionspädagogik und Pflege",www.kfh-Freiburg.de
2389,Germany,Katholische Fachhochschule Mainz,www.kfh-mainz.de
2390,Germany,Katholische Fachhochschule Norddeutschland,www.kath-fh-nord.de
2391,Germany,Katholische Fachhochschule Nordrhein-Westfalen,www.kfhnw.de
2392,Germany,Katholische Hochschule für Soziale Arbeit Saarbrücken,www.khsa.de
2393,Germany,Katholische Stiftungsfachhochschule München,www.ksfh.de
2394,Germany,Katholische Universität Eichstätt,www.ku-eichstaett.de
2395,Germany,Kirchliche Hochschule Bethel,www.bethel.de
2397,Germany,Kunstakademie Düsseldorf.,www.kunstakademie-duesseldorf.de
2398,Germany,"Kunsthochschule Berlin-Weissensee, Hochschule für Gestaltung ",www.kh-berlin.de
2399,Germany,Ludwig-Maximilians-Universität München,www.uni-muenchen.de
2400,Germany,Lutherische Theologische Hochschule Oberursel,www.selk.de
2401,Germany,Märkische Fachhochschule Iserlohn,www.mfh-iserlohn.de
2402,Germany,Martin-Luther Universität Halle-Wittenberg,www.uni-halle.de
2403,Germany,Medizinische Hochschule Hannover,www.mh-hannover.de
2404,Germany,Medizinische Universität Lübeck,www.mu-luebeck.de
2405,Germany,Merkur Internationale FH Karlsruhe,www.merkur-fh.org
2406,Germany,"Merz Akademie, Hochschule für Gestaltung Stuttgart",www.merz-akademie.de
2407,Germany,"Muthesius-Hochschule, Fachhochschule für Kunst und Gestaltung",www.muthesius.de
2408,Germany,"Nordakademie, Staatlich anerkannte private Fachhochschule mit dualen Studiengängen",www.nordakademie.de
2409,Germany,Northern Institute of Technology Management (NIT),www.nithh.de
2410,Germany,Otto-Friedrich Universität Bamberg,www.uni-bamberg.de
2411,Germany,Otto-von-Guericke Universität Magdeburg,www.uni-magdeburg.de
2412,Germany,Pädagogische Hochschule Erfurt/Mühlhausen,www.ph-erfurt.de
2413,Germany,Pädagogische Hochschule Freiburg,www.ph-freiburg.de
2414,Germany,Pädagogische Hochschule Heidelberg,www.ph-heidelberg.de
2415,Germany,Pädagogische Hochschule Karlsruhe,www.ph-karlsruhe.de
2416,Germany,Pädagogische Hochschule Ludwigsburg,www.ph-ludwigsburg.de
2417,Germany,Pädagogische Hochschule Schwäbisch Gmünd,www.ph-gmuend.de
2418,Germany,Pädagogische Hochschule Weingarten,www.ph-weingarten.de
2419,Germany,Phillips-Universität Marburg,www.uni-marburg.de
2420,Germany,Philosophisch-Theologische Hochschule der Salesianer Don Boscos,www.pth-bb.de
2421,Germany,Philosophisch-Theologische Hochschule Münster,www.pth-muenster.de
2422,Germany,Philosophisch-Theologische Hochschule Sankt Georgen,www.st-georgen.uni-frankfurt.de
2423,Germany,Philosophisch-Theologische Hochschule SVD Sankt Augustin,www.philtheol-augustin.de
2424,Germany,Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner),www.pthv.de
2425,Germany,"Philosophisch-Theologisches Studium Erfurt, Staatlich anerkannte Wissenschaftliche Hochschule",www.uni-erfurt.de
2426,Germany,Popakademie Baden-Württemberg,www.popakademie.de
2427,Germany,Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz,www.fhwt.de
2428,Germany,Private Fachhochschule Göttingen,www.pfh-goettingen.de
2429,Germany,Private FernFachhochschule Darmstadt,www.privatfh-da.de
2430,Germany,Private Hanseuniversität,www.hanseuni.de
2431,Germany,Private Universität Witten/Herdecke,www.uni-wh.de
2432,Germany,Rheinische Fachhochschule Köln,www.rfh-koeln.de
2433,Germany,Rheinische Friedrich-Wilhelms Universität Bonn,www.uni-bonn.de
2434,Germany,Rheinisch Westfälische Technische Hochschule Aachen,www.rwth-aachen.de
2435,Germany,Ruhr-Universität Bochum,www.ruhr-uni-bochum.de
2436,Germany,Ruprecht-Karls-Universität Heidelberg,www.uni-heidelberg.de
2437,Germany,"Schiller International University, Heidelberg",www.siu-heidelberg.de
2438,Germany,SRH University of Applied Sciences,www.srh-berlin.de
2439,Germany,Staatlich anerkannte Fachhochschule für Kunsttherapie,www.fhkt.de
2440,Germany,Staatliche Hochschule für Musik,www.mh-trossingen.de
2441,Germany,Steinbeis-Hochschule-Berlin,www.stw.de
2442,Germany,Technische Fachhochschule Berlin,www.tfh-berlin.de
2443,Germany,"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",www.tfh-bochum.de
2444,Germany,Technische Fachhochschule Wildau,www.tfh-wildau.de
2445,Germany,Technische Universität Bergakademie Freiberg,www.tu-freiberg.de
2446,Germany,Technische Universität Berlin,www.tu-berlin.de
2447,Germany,Technische Universität Carolo-Wilhelmina Braunschweig,www.tu-bs.de
2448,Germany,Technische Universität Chemnitz,www.tu-chemnitz.de
2449,Germany,Technische Universität Clausthal,www.tu-clausthal.de
2450,Germany,Technische Universität Darmstadt,www.tu-darmstadt.de
2451,Germany,Technische Universität Dresden,www.tu-dresden.de
2452,Germany,Technische Universität Hamburg-Harburg,www.tu-harburg.de
2453,Germany,Technische Universität Ilmenau,www.tu-ilmenau.de
2454,Germany,Technische Universität München,www.tu-muenchen.de
2455,Germany,Theologische Fakultät Paderborn,www.paderborn.de
2456,Germany,Theologische Fakultät Trier,www.uni-trier.de
2457,Germany,Theologische Hochschule Friedensau,www.thh-friedensau.de
2458,Germany,Tierärztliche Hochschule Hannover,www.tiho-hannover.de
2459,Germany,Universität Augsburg,www.uni-augsburg.de
2460,Germany,Universität Bayreuth,www.uni-bayreuth.de
2461,Germany,Universität Bielefeld,www.uni-bielefeld.de
2462,Germany,Universität Bremen,www.uni-bremen.de
2463,Germany,Universität der Bundeswehr Hamburg,www.unibw-hamburg.de
2464,Germany,Universität der Bundeswehr München,www.unibw-muenchen.de
2465,Germany,Universität Der Künste Berlin (UDK),www.udk-berlin.de
2466,Germany,Universität des Saarlandes,www.uni-saarland.de
2467,Germany,Universität Dortmund,www.uni-dortmund.de
2468,Germany,Universität Duisburg-Essen,www.uni-duisburg-essen.de
2470,Germany,Universität Flensburg,www.uni-flensburg.de
2471,Germany,Universität Fridericana Karlsruhe (Technische Hochschule),www.uni-karlsruhe.de
2472,Germany,Universität Hamburg,www.uni-hamburg.de
2473,Germany,Universität Hannover,www.uni-hannover.de
2474,Germany,Universität Hildesheim,www.uni-hildesheim.de
2475,Germany,Universität Hohenheim,www.uni-hohenheim.de
2476,Germany,Universität Kaiserslautern,www.uni-kl.de
2477,Germany,Universität Kassel,www.uni-kassel.de
2478,Germany,Universität Koblenz-Landau,www.uni-koblenz-landau.de
2479,Germany,Universität Köln,www.uni-koeln.de
2480,Germany,Universität Konstanz,www.uni-konstanz.de
2481,Germany,Universität Leipzig,www.uni-leipzig.de
2482,Germany,Universität Lüneburg,www.uni-lueneburg.de
2483,Germany,Universität Mannheim,www.uni-mannheim.de
2484,Germany,Universität Osnabrück,www.uni-osnabrueck.de
2485,Germany,Universität Paderborn,www.uni-paderborn.de
2486,Germany,Universität Passau,www.uni-passau.de
2487,Germany,Universität Potsdam,www.uni-potsdam.de
2488,Germany,Universität Regensburg,www.uni-regensburg.de
2489,Germany,Universität Rostock,www.uni-rostock.de
2490,Germany,Universität Siegen,www.uni-siegen.de
2491,Germany,Universität Stuttgart,www.uni-stuttgart.de
2493,Germany,Universität Ulm,www.uni-ulm.de
2494,Germany,Westfälische Wilhelms-Universität Münster,www.uni-muenster.de
2495,Germany,Westsächsische Hochschule Zwickau (FH),www.fh-zwickau.de
2496,Germany,"Wissenschaftliche Hochschule für Unternehmensführung, Otto-Beisheim Hochschule",www.whu-koblenz.de
2497,Ghana,Accra Polytechnic ,www.accrapolytechnic.edu.gh
2498,Ghana,"Akrofi-Christaller Institute of Theeology, Mission and  Culture",www.acighana.org
2499,Ghana,All Nations University College,www.anuc.edu.gh
2500,Ghana,Ashesi University,www.ashesi.edu.gh
2501,Ghana,Cape Coast Polytechnic ,www.cpoly.edu.gh
2502,Ghana,Central University College,www.central.edu.gh
2503,Ghana,Ghana Christian University College,www.ghanacu.org
2504,Ghana,Ghana Institute of Management and Public Administration (GIMPA),www.gimpa.edu.gh
2505,Ghana,Ghana Telecom University College,www.gtuc.edu.gh
2506,Ghana,Ho Polytechnic ,www.hopoly.edu.gh
2507,Ghana,Islamic University College,www.iug.edu.gh
2508,Ghana,Koforidua Polytechnic ,www.koforiduapoly.edu.gh
2509,Ghana,Kumasi Polytechnic ,www.kpoly.edu.gh
2510,Ghana,Kwame Nkrumah University of Science and Technology,www.knust.edu.gh
2511,Ghana,Lancaster University Ghana,www.lancaster.edu.gh
2512,Ghana,Pan African Christian University College,www.pacuc.edu.gh
2513,Ghana,Prempeh College,www.prempeh-college.com
2514,Ghana,Presbyterian University College,www.presbyuniversity.edu.gh
2515,Ghana,Regent University College of Science and Technology  ,www.regentghana.net
2516,Ghana,Takoradi Polytechnic ,www.tpoly.edu.gh
2517,Ghana,Trinity Theological Seminary,www.trinity.edu.gh
2518,Ghana,University for Development Studies,www.uds.edu.gh
2519,Ghana,University of Cape Coast,www.ucc.edu.gh
2520,Ghana,"University of Education, Winneba",www.uew.edu.gh
2521,Ghana,University of Ghana,www.ug.edu.gh
2522,Ghana,Valley View University,www.vvu.edu.gh
2523,Greece,Aegean University,www.aegean.gr
2524,Greece,Agricultural University of Athens,www.aua.gr
2525,Greece,American College of Greece,www.acg.gr
2526,Greece,American College of Thessaloniki,www.act.edu
2527,Greece,Aristotle University of Thessaloniki,www.auth.gr
2528,Greece,Athens Graduate School of Management (AGSM),www.agsm.gr
2529,Greece,Athens Laboratory of Business Administration (ALBA),www.alba.edu.gr
2530,Greece,Athens School of Fine Arts,www.asfa.gr
2531,Greece,Athens University of Economics and Business,www.aueb.gr
2532,Greece,City University Athens,www.cityu.gr
2533,Greece,DEI Bachelor & Master Degrees,www.dei.edu.gr
2534,Greece,Dimocritus University of Thrace,www.duth.gr
2535,Greece,"European University, Athens Campus",www.euruni.edu
2536,Greece,Harokopio University,www.forthnet.gr
2537,Greece,Hellenic Army Academy,www.sse.gr
2538,Greece,Hellenic Open University,www.eap.gr
2539,Greece,Institute of Management Development - Ohrid,www.imd.edu.gr
2540,Greece,Institute of Management & Enteurpreneurship of South East Europe,www.imese.gr
2541,Greece,International Hellenic University,www.ihu.edu.gr
2542,Greece,Ionian University Corfu,www.uion.edu.gr
2543,Greece,National Technical University of Athens,www.ntua.gr
2544,Greece,Panteios University of Economics and Political Sciences Athens,www.panteion.gr
2545,Greece,Technical University of Crete,www.tuc.gr
2546,Greece,Technological Education Institute of Athens,www.teiath.gr
2547,Greece,Technological Education Institute of Epiros,www.teiep.gr
2548,Greece,"Technological Education Institute of Halkida, Euboea",www.teihal.gr
2549,Greece,Technological Education Institute of Heraklion,www.teiher.gr
2550,Greece,Technological Education Institute of Kalamata,www.teikal.gr
2551,Greece,Technological Education Institute of Kavala,www.teikav.edu.gr
2552,Greece,Technological Education Institute of Kozani,www.teikoz.gr
2553,Greece,Technological Education Institute of Lamia,www.teilam.gr
2554,Greece,Technological Education Institute of Larissa,www.teilar.gr
2555,Greece,Technological Education Institute of Mesologgi,www.teimes.gr
2556,Greece,Technological Education Institute of Patras,www.teipat.gr
2557,Greece,Technological Education Institute of Piraeus,www.teipir.gr
2558,Greece,Technological Education Institute of Serres,www.teiser.gr
2559,Greece,Technological Education Institute of Thessaloniki,www.teithe.gr
2560,Greece,University of Athens,www.uoa.gr
2561,Greece,University of Central Greece,www.ucg.gr
2562,Greece,University of Crete,www.uoc.gr
2563,Greece,University of Indianapolis in Athens,www.uindy.edu.gr
2564,Greece,University of Ioannina,www.uoi.gr
2565,Greece,University of LaVerne in Athens,www.laverne.edu.gr
2566,Greece,University of Macedonia,www.uom.gr
2567,Greece,University of Patras,www.upatras.gr
2568,Greece,University of Peloponnese,www.uop.gr
2569,Greece,University of Piraeus,www.unipi.gr
2570,Greece,University of Thessaly,www.uth.gr
2571,Greece,University of Western Macedonia,www.uowm.gr
2572,Greece,"Yorker International University, Athens",www.nyuniversity.net
2573,Greenland,University of Greenland,www.ilisimatusarfik.gl
2574,Grenada,St. George's University,www.sgu.edu
2576,Guam,Guam Community College,www.guamcc.edu
2577,Guam,University of Guam,www.uog.edu
2578,Guatemala,Centro Universitario Ciudad Vieja,www.cucv.edu.gt
2579,Guatemala,Centro Universitario de Occidente,www.cunoc.edu.gt
2580,Guatemala,Universidad del Istmo,www.unis.edu.gt
2581,Guatemala,Universidad del Valle de Guatemala,www.uvg.edu.gt
2582,Guatemala,Universidad de San Carlos de Guatemala,www.usac.edu.gt
2583,Guatemala,Universidad Francisco Marroquín,www.ufm.edu.gt
2584,Guatemala,Universidad Galileo,www.galileo.edu
2585,Guatemala,Universidad Mariano Gálvez,www.umg.edu.gt
2586,Guatemala,Universidad Panamericana,www.upana.edu.gt
2587,Guatemala,Universidad Rafael Landívar,www.url.edu.gt
2588,Guatemala,Universidad Rural de Guatemala,www.urural.edu.gt
2589,Guinea,Université Gamal Abdel Nasser de Conakry,www.uganc.org
2590,Guinea,Université Julius Nyerere Kankan,www.ujnk.org
2591,Guinea,Université Kofi Annan,www.univ-kag.org
2592,Guinea,Université Thierno Amadou Diallo,www.utad-petel-edu.org
2593,Guyana,Gemsville Technical University,www.gemsvilleuniversity.com
2594,Guyana,Greenheart Medical School,www.greenheartmed.org
2595,Guyana,Texila American University,www.tauedu.org
2596,Guyana,University of Guyana,www.uog.edu.gy
2597,Haiti,American University of the Caribbean,www.auchaiti.org
2598,Haiti,Université Chrétienne du Nord d'Haiti,www.ucnh.org
2599,Haiti,Université d'Etat d'Haiti,www.ueh.edu.ht
2600,Haiti,Université Épiscopale d'Haiti,www.uneph.org
2601,Haiti,Université Notre Dame d'Haïti,www.undh.org
2602,Haiti,Université Quisqueya,www.uniq.edu
2603,Holy See,Athenaeum Pontificium Regina Apostolorum,www.upra.org
2604,Holy See,Pontifcia Università Gregoriana,www.unigre.urbe.it
2605,Holy See,Pontifcia Universitas a S.Thomas Aquinate in Urbe,www.pust.urbe.it
2606,Holy See,Pontifcia Universitas Lateranensis,www.pul.it
2607,Holy See,Pontifcia Università Urbaniana,www.urbaniana.edu
2608,Holy See,Università Pontifcia Salesiana,www.ups.urbe.it
2609,Honduras,Escuela Agricola Panamericana Zamorano,www.zamorano.edu
2610,Honduras,Universidad Católica de Honduras,www.unicah.edu
2611,Honduras,Universidad de San Pedro Sula,www.usps.edu.hn
2612,Honduras,Universidad José Cecilio del Valle,www.ujcv.edu.hn
2613,Honduras,Universidad Metropolitana de Honduras,www.unimetro.edu.hn
2614,Honduras,Universidad Nacional Autónoma de Honduras,www.unah.edu.hn
2615,Honduras,"Universidad Pedagógica Nacional ""Francisco Morazán""",www.upnfm.edu.hn
2616,Honduras,Universidad Tecnológica Centroamericana,www.unitec.edu
2617,Honduras,Universidad Tecnológica de Honduras,www.uth.hn
2618,Hong Kong,Chinese University of Hong Kong,www.cuhk.hk
2619,Hong Kong,Chu Hai College,www.chuhai.edu.hk
2620,Hong Kong,City University of Hong Kong,www.cityu.edu.hk
2621,Hong Kong,Hong Kong Academy for Performing Arts ,www.hkapa.edu
2622,Hong Kong,Hong Kong Baptist University,www.hkbu.edu.hk
2623,Hong Kong,Hong Kong Institute of Education,www.ied.edu.hk
2624,Hong Kong,Hong Kong Polytechnic University,www.polyu.edu.hk
2625,Hong Kong,Hong Kong Shue Yan College,www.hksyc.edu
2626,Hong Kong,Hong Kong University of Science and Technology,www.ust.hk
2627,Hong Kong,Lingnan University,www.ln.edu.hk
2628,Hong Kong,Open University of Hong Kong,www.ouhk.edu.hk
2629,Hong Kong,University of Hong Kong,www.hku.hk
2630,Hungary,Academy of Drama and Film,www.filmacademy.hu
2631,Hungary,Andrassy Gyula German Speaking University Budapest,www.andrassyuni.hu
2632,Hungary,Avicenna International College,www.avicenna.hu
2633,Hungary,Budapest Buddhist University,www.tkbf.hu
2634,Hungary,Budapest University of Economic Sciences and Public Administration,www.bke.hu
2635,Hungary,Central European University,www.ceu.hu
2636,Hungary,College of Dunaujvaros,www.duf.hu
2637,Hungary,Dániel Berzsenyi Teacher Training College,www.bdtf.hu
2638,Hungary,Debrecen University of Agricultural Sciences,www.agr.unideb.hu
2639,Hungary,Eötvös Lorand University,www.elte.hu
2640,Hungary,Esztergom Theological College,www.ehf.hu
2641,Hungary,Haynal Imre University of Health Sciences Budapest,www.hiete.hu
2642,Hungary,Hungarian Academy of Craft and Design,www.mif.hu
2643,Hungary,Hungarian Academy of Fine Arts Budapest,www.arts7.hu
2644,Hungary,Hungarian University of Physical Education,www.hupe.hu
2645,Hungary,Janus Pannonius University,www.jpte.hu
2646,Hungary,Károl Gáspár University of the Reformed Church,www.kgre.hu
2647,Hungary,Kodolanyi Janos University College,www.kodolanyi.hu
2648,Hungary,Kossuth Lajos University,www.lib.klte.hu
2649,Hungary,Liszt Ferenc Academy of Music Budapest,www.lfze.hu
2650,Hungary,Pázmány Péter Catholic University,www.ppke.hu
2651,Hungary,Reformed Theological Academy of Debrecen,www.drk.hu
2652,Hungary,Séchenyi István University,www.sze.hu
2653,Hungary,Semmelweis University of Medical Sciences,www.sote.hu
2654,Hungary,Szent István University,www.szie.hu
2655,Hungary,Technical University of Budapest,www.bme.hu
2656,Hungary,University Medical School of Debrecen,www.dote.hu
2657,Hungary,University Medical School of Pécs,www.pote.hu
2658,Hungary,University of Debrecen ,www.unideb.hu
2659,Hungary,University of Horticulture and Food Industry,www.kee.hu
2660,Hungary,University of Miskolc,www.uni-miskolc.hu
2661,Hungary,University of Pannonia,www.uni-pannon.hu
2662,Hungary,University of Pecs,www.pte.hu
2663,Hungary,University of Sopron,www.efe.hu
2664,Hungary,University of Szeged,www.u-szeged.hu
2665,Hungary,University of Veterinary Science,www.univet.hu
2666,Hungary,University of West Hungary,www.nyme.hu
2667,Iceland,Bifrost School of Business,www.bifrost.is
2668,Iceland,Holar University College,www.holar.is
2669,Iceland,Hvanneyri Agricultural University,www.hvanneyri.is
2670,Iceland,Iceland Academy of the Arts,www.lhi.is
2671,Iceland,Iceland University of Education,www.khi.is
2672,Iceland,Reykjavík University,www.ru.is
2673,Iceland,Technological University of Iceland,www.iti.is
2674,Iceland,University Centre of the Westfjords,www.hsvest.is
2675,Iceland,University of Akureyri,www.unak.is
2676,Iceland,University of Iceland,www.hi.is
2677,India,Acharya Nagarjuna University,www.nagarjunauniversity.ac.in
2678,India,Acharya Ranga Agricultural University,www.angrau.net
2679,India,Ahmedabad University,www.ahduni.edu.in
2680,India,AISECT University,www.aisectuniversity.ac.in
2681,India,Alagappa University,www.alagappauniversity.ac.in
2682,India,Aligarh Muslim University,www.amu.ac.in
2683,India,"Allahabad Agricultural Institute, Deemed University",www.aaidu.org
2684,India,Allahabad University,www.alldunivpio.org
2685,India,All India Institute of Medical Sciences,www.aiims.ac.in
2686,India,Amity University,www.amity.edu
2687,India,Amravati University,www.amtuni.com
2688,India,Amrita Vishwa Vidyapeetham (Deemed University),www.amrita.edu
2689,India,Andhra University,www.andhrauniversity.info
2690,India,Annamalai University,www.annamalaiuniversity.ac.in
2691,India,Anna University,www.annauniv.edu
2692,India,"Anna University of Technology, Tirunelveli",www.annauniv.edu.in
2693,India,ARYA Institute of Engineering & Technology,www.aryainstitutejpr.com
2694,India,Asian Business School,www.abs.edu.in
2695,India,Assam Agricultural University,www.aau.ac.in
2696,India,Assam University,www.assamuniversity.nic.in
2697,India,Avinashilingam Institute for Home Science and Higher Education for Women,www.tnuniv.ac.in
2698,India,Awadhesh Pratap Singh University,www.apsurewa.nic.in
2699,India,Babasaheb Bhimrao Ambedkar University,www.bbauindia.org
2700,India,Banaras Hindu University,www.bhu.ac.in
2701,India,Banasthali University,www.banasthali.org
2702,India,Bangalore University,bengaluruuniversity.com
2703,India,Bankura University,www.bankurauniv.com
2704,India,Barkatullah University,www.bubhopal.nic.in
2705,India,Bengal Engineering College,www.becs.ac.in
2706,India,Berhampur University,www.bamu.nic.in
2707,India,Bhagwant University,www.bhagwantuniversity.com
2708,India,Bharathiar University,www.bharathi.ernet.in
2709,India,Bharathidasan University,www.bdu.ernet.in
2710,India,Bharath Institue Of Higher Education & Research,www.bharathuniv.com
2711,India,Bharati Vidyapeeth University,www.bharatividyapeeth.edu
2712,India,Bhavnagar University,www.bhavuni.edu
2713,India,Bhupendra Narayan Mandal University,www.bnmu.in
2714,India,Bidhan Chandra Agricultural University,www.bckv.edu.in
2715,India,Biju Pattnaik University of Technology,www.bput.org
2716,India,Birla Institute of Management Technology,www.bimtech.ac.in
2717,India,Birla Institute of Technology and Science,www.bits-pilani.ac.in
2718,India,"Birla Institute of Technology, Ranchi",bitmesraranchi.org
2719,India,Birsa Agricultural University,www.bau.nic.in
2720,India,B. R. Ambedkar Bihar University,www.brabu.net
2721,India,B. S. Abdur Rahman University,www.bsauniv.ac.in
2722,India,Bundelkhand University,www.bundelkhanduniversity.org
2723,India,Burdwan University,www.buruniv.ac.in
2724,India,Calorx Teacher's University,www.ctu.kalorex.org
2725,India,CCS Haryana Agricultural University,hau.ernet.in
2726,India,Center for Entrepreneurship and Small Business Management,www.cesbm.ac.in
2727,India,Central Agricultural University,www.cau.org.in
2728,India,Central Institute of English and Foreign Languages,www.ciefl.org
2729,India,Central Institute of Fisheries Education,www.cife.edu.in
